company_name,industry,address,search_url,map_url,tel
株式会社マルマサ阪南建設メンテナンス,建設業,大阪府堺市南区竹城台３丁２２番３号,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%9E%E3%83%AB%E3%83%9E%E3%82%B5%E9%98%AA%E5%8D%97%E5%BB%BA%E8%A8%AD%E3%83%A1%E3%83%B3%E3%83%86%E3%83%8A%E3%83%B3%E3%82%B9,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E5%8D%97%E5%8C%BA%E7%AB%B9%E5%9F%8E%E5%8F%B0%EF%BC%93%E4%B8%81%EF%BC%92%EF%BC%92%E7%95%AA%EF%BC%93%E5%8F%B7,
明和クリエート建設株式会社,建設業,大阪府堺市中区八田西町２丁１２番地２９号,https://www.google.com/search?q=%E6%98%8E%E5%92%8C%E3%82%AF%E3%83%AA%E3%82%A8%E3%83%BC%E3%83%88%E5%BB%BA%E8%A8%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E4%B8%AD%E5%8C%BA%E5%85%AB%E7%94%B0%E8%A5%BF%E7%94%BA%EF%BC%92%E4%B8%81%EF%BC%91%EF%BC%92%E7%95%AA%E5%9C%B0%EF%BC%92%EF%BC%99%E5%8F%B7,
株式会社向山組,建設業,大阪府堺市南区釜室１４４番地,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%90%91%E5%B1%B1%E7%B5%84,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E5%8D%97%E5%8C%BA%E9%87%9C%E5%AE%A4%EF%BC%91%EF%BC%94%EF%BC%94%E7%95%AA%E5%9C%B0,
株式会社大正ハウス,建設業,大阪府堺市堺区向陵東町２丁１３番,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%A4%A7%E6%AD%A3%E3%83%8F%E3%82%A6%E3%82%B9,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E5%A0%BA%E5%8C%BA%E5%90%91%E9%99%B5%E6%9D%B1%E7%94%BA%EF%BC%92%E4%B8%81%EF%BC%91%EF%BC%93%E7%95%AA,
株式会社吉村工務店,建設業,大阪府堺市東区日置荘西町２丁２８番１０号,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%90%89%E6%9D%91%E5%B7%A5%E5%8B%99%E5%BA%97,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E6%9D%B1%E5%8C%BA%E6%97%A5%E7%BD%AE%E8%8D%98%E8%A5%BF%E7%94%BA%EF%BC%92%E4%B8%81%EF%BC%92%EF%BC%98%E7%95%AA%EF%BC%91%EF%BC%90%E5%8F%B7,
ヤマザキ建設株式会社,建設業,大阪府堺市中区新家町６９０番地,https://www.google.com/search?q=%E3%83%A4%E3%83%9E%E3%82%B6%E3%82%AD%E5%BB%BA%E8%A8%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E4%B8%AD%E5%8C%BA%E6%96%B0%E5%AE%B6%E7%94%BA%EF%BC%96%EF%BC%99%EF%BC%90%E7%95%AA%E5%9C%B0,
株式会社弓場工務店,建設業,大阪府堺市堺区甲斐町西３丁１番１５号,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%BC%93%E5%A0%B4%E5%B7%A5%E5%8B%99%E5%BA%97,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E5%A0%BA%E5%8C%BA%E7%94%B2%E6%96%90%E7%94%BA%E8%A5%BF%EF%BC%93%E4%B8%81%EF%BC%91%E7%95%AA%EF%BC%91%EF%BC%95%E5%8F%B7,
株式会社アートテック工務店,建設業,大阪府堺市南区岩室３８番１号,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%A2%E3%83%BC%E3%83%88%E3%83%86%E3%83%83%E3%82%AF%E5%B7%A5%E5%8B%99%E5%BA%97,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E5%8D%97%E5%8C%BA%E5%B2%A9%E5%AE%A4%EF%BC%93%EF%BC%98%E7%95%AA%EF%BC%91%E5%8F%B7,
桂建設株式会社,建設業,大阪府堺市北区百舌鳥梅町１丁５番地６,https://www.google.com/search?q=%E6%A1%82%E5%BB%BA%E8%A8%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E5%8C%97%E5%8C%BA%E7%99%BE%E8%88%8C%E9%B3%A5%E6%A2%85%E7%94%BA%EF%BC%91%E4%B8%81%EF%BC%95%E7%95%AA%E5%9C%B0%EF%BC%96,
株式会社浜崎板金工作所,建設業,大阪府堺市美原区阿弥１番地の４,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E6%B5%9C%E5%B4%8E%E6%9D%BF%E9%87%91%E5%B7%A5%E4%BD%9C%E6%89%80,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E7%BE%8E%E5%8E%9F%E5%8C%BA%E9%98%BF%E5%BC%A5%EF%BC%91%E7%95%AA%E5%9C%B0%E3%81%AE%EF%BC%94,
